Trip_Distance_km,Time_of_Day,Day_of_Week,Passenger_Count,Traffic_Conditions,Weather,Base_Fare,Per_Km_Rate,Per_Minute_Rate,Trip_Duration_Minutes,Trip_Price,Distance_Cost,Time_Cost,Avg_Speed,Is_Peak,Is_Weekend,High_Traffic,Bad_Weather,Traffic_Time,Distance_per_Min,Fare_per_Km,Distance_Bin
39.69,Afternoon,Weekday,3.0,Medium,Rain,4.9,0.57,0.38,61.57,31.0915,22.623299999999997,23.3966,38.67755064917346,0,0,0,1,0.0,0.6343295509029886,0.12042270828213322,"(30.486, 40.238]"
5.47,Morning,Weekend,1.0,Medium,Clear,2.52,0.82,0.17,75.75,19.8829,4.485399999999999,12.877500000000001,4.33263894939446,1,1,0,0,0.0,0.07127035830618893,0.3894899536321484,"(1.181, 10.982]"
25.23,Morning,Weekday,3.0,Low,Rain,3.94,1.35,0.13,100.22,51.0291,34.060500000000005,13.0286,15.104679077954033,1,0,0,1,0.0,0.24925903971547125,0.1502096835684331,"(20.734, 30.486]"
25.87,Night,Weekday,1.0,High,Clear,3.51,1.42,0.48,23.11,19.2572,36.7354,11.092799999999999,67.16398535736849,0,0,1,0,23.11,1.0729987557030278,0.13062895422404167,"(20.734, 30.486]"
27.93,Night,Weekend,4.0,Low,Clear,4.15,0.56,0.2,73.35,34.4608,15.6408,14.67,22.84643888393551,0,1,0,0,0.0,0.37565568258238063,0.14344970618734879,"(20.734, 30.486]"
44.5,Night,Weekend,4.0,Medium,Clear,4.02,1.47,0.45,23.88,80.18099999999998,65.41499999999999,10.746,111.80623602422051,0,1,0,0,0.0,1.7885852090032155,0.08835164835164834,"(40.238, 49.99]"
25.87,Afternoon,Weekday,2.0,Medium,Rain,3.84,1.55,0.41,19.2,39.9065,40.0985,7.871999999999999,80.841223711759,0,0,0,1,0.0,1.2806930693069307,0.14291030889467807,"(20.734, 30.486]"
6.74,Evening,Weekend,4.0,Low,Rain,4.68,1.46,0.17,117.71,34.5311,9.8404,20.0107,3.435544462435838,1,1,0,1,0.0,0.05677701962766406,0.6046511627906976,"(1.181, 10.982]"
8.01,Afternoon,Weekday,3.0,High,Clear,3.51,0.98,0.43,50.28,31.7102,7.849799999999999,21.6204,9.5583584921421,0,0,1,0,50.28,0.156201248049922,0.3895671476137625,"(1.181, 10.982]"
38.31,Afternoon,Weekend,1.0,Low,Clear,2.99,0.64,0.41,31.15,40.2799,24.518400000000003,12.771499999999998,73.78991094874578,0,1,0,0,0.0,1.191601866251944,0.07606207071991859,"(30.486, 40.238]"
31.29,Afternoon,Weekend,1.0,Medium,Snow,2.74,1.14,0.34,24.7,46.8086,35.67059999999999,8.398,76.00625086030298,0,1,0,1,0.0,1.217509727626459,0.08485599256735832,"(30.486, 40.238]"
5.96,Afternoon,Weekday,2.0,Low,Clear,4.96,0.69,0.23,81.77,27.8795,4.1124,18.8071,4.373209931197765,0,0,0,0,0.0,0.07200676573637792,0.7126436781609196,"(1.181, 10.982]"
5.12,Morning,Weekend,4.0,Low,Clear,3.17,1.92,0.21,75.09,28.7693,9.8304,15.7689,4.091058001933664,1,1,0,0,0.0,0.0672887370219477,0.5179738562091503,"(1.181, 10.982]"
35.35,Morning,Weekday,1.0,Medium,Clear,4.2,1.21,0.15,79.01,58.825,42.7735,11.8515,26.844499345657415,1,0,0,0,0.0,0.44181977252843396,0.1155433287482806,"(30.486, 40.238]"
4.57,,Weekday,2.0,Medium,Rain,4.05,0.98,0.3,15.12,13.0646,4.4786,4.536,18.1342010237689,0,0,0,1,0.0,0.28349875930521096,0.7271095152603231,"(1.181, 10.982]"
41.27,Evening,Weekday,1.0,Low,Clear,2.64,1.65,0.33,107.76,106.2963,68.0955,35.5608,22.97871392698259,1,0,0,0,0.0,0.3794593600588452,0.06245564229950319,"(40.238, 49.99]"
25.87,Morning,Weekday,2.0,Low,Rain,2.72,1.25,0.24,49.77,59.1773,32.3375,11.9448,31.187086352183822,1,0,0,1,0.0,0.5095528855623399,0.10122813546706365,"(20.734, 30.486]"
25.87,Afternoon,Weekday,4.0,Medium,,2.84,0.97,0.29,41.04,19.5819,25.0939,11.901599999999998,37.82108448706891,0,0,0,0,0.0,0.6153663177925786,0.10569408262002232,"(20.734, 30.486]"
5.16,Night,Weekday,2.0,Medium,Clear,3.23,1.72,0.25,58.17,26.6477,8.8752,14.5425,5.322276201380078,0,0,0,0,0.0,0.08720635457157343,0.5243506493506493,"(1.181, 10.982]"
49.35,Morning,Weekday,2.0,,Clear,2.7,1.8,0.36,49.86,109.4796,88.83,17.9496,59.385566960686404,1,0,0,0,0.0,0.9703106567046795,0.05362462760675273,"(40.238, 49.99]"
19.34,Afternoon,Weekend,2.0,Low,,2.06,1.51,0.46,104.31,79.24600000000001,29.2034,47.982600000000005,11.124468654192382,0,1,0,0,0.0,0.18364827651694995,0.10127826941986234,"(10.982, 20.734]"
19.16,Afternoon,Weekend,2.0,Low,Clear,4.64,0.57,0.29,111.87,34.5791,10.921199999999999,32.442299999999996,10.27615834723332,0,1,0,0,0.0,0.1697528129706742,0.23015873015873015,"(10.982, 20.734]"
40.83,Evening,Weekday,1.0,Low,Rain,4.9,1.35,0.29,39.9,69.99549999999999,55.1205,11.570999999999998,61.397572968827546,1,0,0,1,0.0,0.9982885085574572,0.11714080803251256,"(40.238, 49.99]"
47.42,Morning,Weekday,2.0,Low,Rain,3.02,1.64,0.16,104.35,97.4848,77.7688,16.695999999999998,27.265775184809673,1,0,0,1,0.0,0.45011865211200763,0.06237092110698059,"(40.238, 49.99]"
25.87,Afternoon,Weekday,1.0,Medium,Clear,3.02,0.7,0.35,94.88,70.745,18.108999999999998,33.208,16.35950868776125,0,0,0,0,0.0,0.26981643721318316,0.11239300334946035,"(20.734, 30.486]"
37.92,Evening,Weekday,2.0,Medium,Rain,2.02,0.84,0.39,112.04,77.56840000000001,31.852800000000002,43.695600000000006,20.306924454171075,1,0,0,1,0.0,0.3354564755838641,0.051901336073997946,"(30.486, 40.238]"
19.44,Night,Weekday,2.0,Low,,4.04,1.82,0.47,33.26,55.053,35.3808,15.632199999999997,35.06851950956989,0,0,0,0,0.0,0.5674255691768827,0.19765166340508805,"(10.982, 20.734]"
39.08,Afternoon,Weekday,2.0,Low,Clear,2.44,1.63,0.29,36.57,83.694,63.700399999999995,10.6053,64.11707765254056,0,0,0,0,0.0,1.0401916422677668,0.06087824351297405,"(30.486, 40.238]"
28.36,,Weekend,3.0,High,Clear,2.48,1.21,0.13,99.77,49.7657,34.315599999999996,12.9701,17.05512445550092,0,1,1,0,99.77,0.2814329661605637,0.08446866485013624,"(20.734, 30.486]"
21.79,Evening,Weekday,2.0,High,Clear,4.37,1.17,0.34,5.61,31.7717,25.4943,1.9074000000000002,233.02320607421666,1,0,1,0,5.61,3.296520423600605,0.19175076788064943,"(20.734, 30.486]"
45.41,Afternoon,Weekday,2.0,Low,Clear,3.85,0.51,0.12,69.95,35.4031,23.1591,8.394,38.95034495772731,0,0,0,0,0.0,0.6400281888653981,0.08295625942684767,"(40.238, 49.99]"
6.45,Morning,Weekday,2.0,Low,Clear,2.13,1.73,0.46,44.01,33.5331,11.1585,20.2446,8.79333615083639,1,0,0,0,0.0,0.1433014885580982,0.28590604026845634,"(1.181, 10.982]"
25.14,Night,Weekday,3.0,High,Rain,3.87,1.04,0.31,42.11,43.069700000000005,26.1456,13.0541,35.819959820092805,0,0,1,1,42.11,0.5831593597773139,0.14804896710022952,"(20.734, 30.486]"
1.56,Afternoon,Weekday,4.0,High,Clear,2.93,1.31,0.37,79.16,34.2628,2.0436,29.289199999999997,1.182406399143008,0,0,1,0,79.16,0.019461077844311378,1.14453125,"(1.181, 10.982]"
23.96,Afternoon,Weekday,3.0,,Clear,3.11,1.52,0.43,102.92,83.7848,36.419200000000004,44.2556,13.968049156339935,0,0,0,0,0.0,0.23056197074672827,0.12459935897435896,"(20.734, 30.486]"
3.76,Morning,Weekday,4.0,,Clear,4.31,1.55,0.16,75.06,22.1476,5.827999999999999,12.0096,3.00557149822943,1,0,0,0,0.0,0.049434656849855374,0.9054621848739496,"(1.181, 10.982]"
6.82,Afternoon,Weekday,2.0,Low,,4.43,1.93,0.12,103.11,29.965799999999994,13.1626,12.373199999999999,3.9685541544710246,0,0,0,0,0.0,0.06550763615406782,0.5664961636828644,"(1.181, 10.982]"
6.76,Afternoon,Weekend,2.0,Medium,Clear,3.2,1.3,0.45,35.43,27.9315,8.788,15.9435,11.447731621818429,0,1,0,0,0.0,0.18556135053527312,0.4123711340206186,"(1.181, 10.982]"
32.81,Afternoon,Weekend,2.0,Low,Clear,4.84,1.22,0.23,64.74,55.82120000000001,40.028200000000005,14.8902,30.407503174205985,0,1,0,0,0.0,0.4990873136598723,0.14315291333924873,"(30.486, 40.238]"
37.56,Morning,Weekday,4.0,Low,,3.22,1.93,0.15,56.81,84.23230000000001,72.49080000000001,8.5215,39.66865338510771,1,0,0,0,0.0,0.6497145822522055,0.08350622406639004,"(30.486, 40.238]"
29.59,Afternoon,Weekday,3.0,Medium,Rain,4.32,1.46,0.29,6.34,49.36,43.2014,1.8385999999999998,280.005046840993,0,0,0,1,0.0,4.03133514986376,0.14122262177182088,"(20.734, 30.486]"
48.15,Night,Weekday,2.0,Low,Clear,3.45,0.95,0.34,69.03,72.6627,45.7425,23.470200000000002,41.85100520638672,0,0,0,0,0.0,0.6875624732257604,0.07019328585961343,"(40.238, 49.99]"
19.37,Morning,Weekday,3.0,Medium,Clear,4.69,0.69,0.11,81.08,26.9741,13.3653,8.9188,14.333885047717951,1,0,0,0,0.0,0.23598927875243667,0.2302405498281787,"(10.982, 20.734]"
15.0,Night,Weekday,3.0,Low,Snow,4.72,1.76,0.21,73.07,46.46469999999999,26.4,15.344699999999998,12.316855205787279,0,0,0,1,0.0,0.20251113811259622,0.295,"(10.982, 20.734]"
43.56,Afternoon,Weekday,3.0,Low,Rain,2.26,1.04,0.11,89.67,57.426100000000005,45.302400000000006,9.8637,29.14667683722424,0,0,0,1,0.0,0.4804235138414029,0.05071813285457809,"(40.238, 49.99]"
11.96,Evening,Weekday,2.0,Medium,Snow,4.81,1.49,0.27,70.7,41.71940000000001,17.820400000000003,19.089000000000002,10.149843141359478,1,0,0,1,0.0,0.16680613668061367,0.3711419753086419,"(10.982, 20.734]"
48.2,,Weekday,3.0,Low,Clear,4.48,1.21,0.46,12.68,68.63480000000001,58.322,5.8328,228.06491806381405,0,0,0,0,0.0,3.5233918128654973,0.0910569105691057,"(40.238, 49.99]"
25.87,Afternoon,Weekday,3.0,High,Clear,4.37,0.8,0.49,18.39,14.6611,20.696,9.0111,84.40181397018043,0,0,1,0,18.39,1.334192882929345,0.16263490882024562,"(20.734, 30.486]"
48.52,Evening,Weekend,2.0,Medium,,2.6,1.4,0.35,73.59,96.2845,67.928,25.7565,39.559400249488384,1,1,0,0,0.0,0.650489341734817,0.05250403877221325,"(40.238, 49.99]"
3.11,Evening,Weekend,3.0,Low,Clear,4.42,0.59,0.16,36.62,12.1141,1.8348999999999998,5.8591999999999995,5.095492700829588,1,1,0,0,0.0,0.08266879319510899,1.0754257907542581,"(1.181, 10.982]"
44.67,Afternoon,Weekend,2.0,Medium,Rain,4.55,1.12,0.46,14.16,61.09400000000001,50.03040000000001,6.5136,189.27164103215964,0,1,0,1,0.0,2.9465699208443272,0.09962776439675936,"(40.238, 49.99]"
26.86,Afternoon,Weekday,4.0,Low,Clear,2.87,1.32,0.31,54.4,55.1892,35.4552,16.864,29.624673257280254,0,0,0,0,0.0,0.4848375451263538,0.10301507537688442,"(20.734, 30.486]"
49.66,Afternoon,Weekend,4.0,High,Clear,4.86,1.15,0.16,68.75,72.969,57.108999999999995,11.0,43.33925813011086,0,1,1,0,68.75,0.7119713261648745,0.09593367548361628,"(40.238, 49.99]"
25.87,Evening,Weekday,2.0,Low,Clear,2.15,1.62,0.47,42.81,29.7551,41.909400000000005,20.1207,36.25737550980365,1,0,0,0,0.0,0.5905044510385756,0.08001488649050986,"(20.734, 30.486]"
28.14,Evening,Weekend,3.0,Medium,Clear,2.45,1.22,0.4,87.85,86.5536,34.330799999999996,35.14,19.218992243650014,1,1,0,0,0.0,0.3167135621834553,0.08407687028140014,"(20.734, 30.486]"
26.63,Afternoon,Weekend,1.0,Medium,Clear,3.73,0.56,0.38,43.27,35.08540000000001,14.9128,16.442600000000002,36.92576483801935,0,1,0,0,0.0,0.6015360289134853,0.1349981903727832,"(20.734, 30.486]"
31.84,Evening,Weekday,3.0,High,Snow,3.94,0.79,0.18,91.81,45.6194,25.1536,16.5258,20.80805484334053,1,0,1,1,91.81,0.34306647990518263,0.1199756394640682,"(30.486, 40.238]"
23.27,Afternoon,Weekend,2.0,Low,Clear,4.88,1.9,0.38,78.31,78.85079999999999,44.212999999999994,29.7578,17.829003991796764,0,1,0,0,0.0,0.2934056235027109,0.20107128141738773,"(20.734, 30.486]"
31.75,Morning,Weekday,1.0,,Rain,2.13,1.75,0.19,68.64,70.7341,55.5625,13.0416,27.75325390512321,1,0,0,1,0.0,0.45591614014933945,0.06503816793893129,"(30.486, 40.238]"
29.63,Afternoon,Weekday,3.0,High,Clear,2.43,1.76,0.28,6.31,56.345600000000005,52.1488,1.7668000000000001,281.71647703863346,0,0,1,0,6.31,4.053351573187415,0.07933398628795299,"(20.734, 30.486]"
45.16,Afternoon,Weekend,3.0,High,Clear,2.04,1.22,0.41,85.1,79.833,55.09519999999999,34.891,31.839963525521558,0,1,1,0,85.1,0.5245063879210221,0.04419410745233969,"(40.238, 49.99]"
3.23,Afternoon,Weekday,2.0,Low,Rain,3.7,1.14,0.41,48.24,27.1606,3.6821999999999995,19.7784,4.017362968122287,0,0,0,1,0.0,0.06559707554833469,0.8747044917257683,"(1.181, 10.982]"
14.77,Afternoon,Weekend,4.0,Medium,Clear,4.8,1.21,0.28,113.4,54.42370000000001,17.8717,31.752000000000006,7.814773466807053,0,1,0,0,0.0,0.1291083916083916,0.3043753963221306,"(10.982, 20.734]"
47.57,Afternoon,Weekday,2.0,Low,Rain,4.0,0.74,0.42,99.07,80.81119999999999,35.2018,41.609399999999994,28.809757889828063,0,0,0,1,0.0,0.4753672429299491,0.08235536339304098,"(40.238, 49.99]"
44.62,,Weekday,2.0,High,Rain,4.47,0.55,0.44,72.58,60.9462,24.541,31.9352,36.88588961788687,0,0,1,1,72.58,0.6064147866268007,0.09798334064007014,"(40.238, 49.99]"
23.33,Morning,Weekday,1.0,Low,Snow,2.04,1.92,0.29,34.0,59.0736,44.7936,9.86,41.1698617083228,1,0,0,1,0.0,0.6665714285714285,0.0838471023427867,"(20.734, 30.486]"
31.39,Afternoon,Weekday,1.0,Low,Clear,3.63,0.86,0.19,28.43,36.0271,26.9954,5.4017,66.24552418872624,0,0,0,0,0.0,1.0665987088005437,0.11207162704538437,"(30.486, 40.238]"
14.59,Morning,Weekend,2.0,Medium,Clear,3.51,0.86,0.21,44.14,25.1968,12.5474,9.2694,19.832082028789824,1,1,0,0,0.0,0.32321665928223303,0.2251443232841565,"(10.982, 20.734]"
10.22,Morning,Weekday,2.0,,Clear,3.5,0.63,0.23,59.81,23.694900000000004,6.4386,13.756300000000001,10.252363293463032,1,0,0,0,0.0,0.16806446308172998,0.31194295900178254,"(1.181, 10.982]"
23.72,Afternoon,Weekday,3.0,Medium,Clear,2.22,1.89,0.15,39.05,52.9083,44.830799999999996,5.857499999999999,36.44502261168843,0,0,0,0,0.0,0.5922596754057429,0.08980582524271846,"(20.734, 30.486]"
18.31,Afternoon,Weekday,1.0,Medium,Rain,4.05,1.37,0.21,64.22,42.6209,25.0847,13.486199999999998,17.106660479659173,0,0,0,1,0.0,0.28074210364918734,0.20973588814085967,"(10.982, 20.734]"
29.6,Afternoon,Weekday,2.0,Low,Clear,3.51,1.5,0.18,24.02,52.2336,44.400000000000006,4.3236,73.93653780505068,0,0,0,0,0.0,1.1830535571542766,0.11470588235294116,"(20.734, 30.486]"
4.81,Afternoon,Weekend,1.0,Low,Clear,4.3,1.87,0.28,117.44,46.1779,8.9947,32.8832,2.4574125132194484,0,1,0,0,0.0,0.0406112799729821,0.7401032702237522,"(1.181, 10.982]"
48.75,Afternoon,Weekend,2.0,Medium,Rain,3.46,1.02,0.46,17.41,61.1936,49.725,8.008600000000001,168.00110277646948,0,1,0,1,0.0,2.648017381857686,0.06954773869346734,"(40.238, 49.99]"
49.32,Evening,Weekday,1.0,Low,Clear,2.45,1.43,0.14,112.17,88.6814,70.52759999999999,15.703800000000001,26.38124428326139,1,0,0,0,0.0,0.4358045418397102,0.048688394276629576,"(40.238, 49.99]"
35.21,Afternoon,Weekend,4.0,Medium,Clear,3.94,0.56,0.39,110.06,66.581,19.7176,42.9234,19.19487991161233,0,1,0,0,0.0,0.317035836484783,0.1088097210715272,"(30.486, 40.238]"
27.27,Afternoon,Weekend,3.0,High,Clear,2.52,0.78,0.37,65.42,47.996,21.2706,24.2054,25.010470708003286,0,1,1,0,65.42,0.41056910569105687,0.08914043155288291,"(20.734, 30.486]"
16.17,,Weekday,1.0,Medium,Rain,4.62,1.75,0.14,61.57,45.28790000000001,28.297500000000003,8.619800000000001,15.75752063484845,0,0,0,1,0.0,0.2584305577752917,0.2690739662201514,"(10.982, 20.734]"
40.88,Afternoon,Weekend,4.0,Low,Clear,3.51,1.65,0.47,55.15,97.2125,67.452,25.920499999999997,44.47458413870385,0,1,0,0,0.0,0.7280498664292075,0.08381088825214898,"(40.238, 49.99]"
34.55,Afternoon,Weekday,1.0,Low,Rain,2.47,1.03,0.29,61.57,63.615,35.5865,17.8553,33.668666538900055,0,0,0,1,0.0,0.5521815566565447,0.06947960618846696,"(30.486, 40.238]"
8.97,Afternoon,Weekday,1.0,Low,Clear,4.89,1.07,0.25,44.17,25.5304,9.597900000000001,11.0425,12.18457526046737,0,0,0,0,0.0,0.19858313039628073,0.4904714142427281,"(1.181, 10.982]"
45.64,Afternoon,Weekend,4.0,,Rain,3.56,1.3,0.4,39.63,78.744,59.332,15.852000000000002,69.09812114880926,0,1,0,1,0.0,1.1233079005660842,0.07632933104631218,"(40.238, 49.99]"
41.3,Afternoon,Weekday,1.0,Medium,Rain,2.22,1.22,0.2,71.5,37.17,50.385999999999996,14.3,34.6570518289357,0,0,0,1,0.0,0.569655172413793,0.052482269503546106,"(40.238, 49.99]"
47.54,Afternoon,Weekend,1.0,Medium,Clear,3.88,0.86,0.38,61.57,68.4308,40.8844,23.3966,46.32730556466885,0,1,0,0,0.0,0.7597890362793671,0.07993407498969922,"(40.238, 49.99]"
36.56,Evening,Weekend,3.0,Low,Clear,2.76,0.81,0.12,61.57,40.9716,29.613600000000005,7.3884,35.62739359369569,1,1,0,0,0.0,0.5843055777529168,0.07348242811501596,"(30.486, 40.238]"
31.06,Evening,Weekday,4.0,Low,Clear,4.41,0.88,0.44,37.97,48.4496,27.3328,16.7068,49.08007774436011,1,0,0,0,0.0,0.7970233512958687,0.13755458515283842,"(30.486, 40.238]"
21.49,Evening,Weekend,4.0,Low,Rain,4.45,1.71,0.28,47.2,54.4139,36.747899999999994,13.216000000000003,27.317449354457356,1,1,0,1,0.0,0.4458506224066389,0.197865718096932,"(20.734, 30.486]"
46.7,Night,Weekday,2.0,Medium,Clear,4.94,1.22,0.35,14.65,53.0315,56.974000000000004,5.1274999999999995,191.25496566693514,0,0,0,0,0.0,2.984025559105431,0.10356394129979035,"(40.238, 49.99]"
43.44,Morning,Weekday,1.0,Low,Clear,3.51,0.79,0.19,11.01,39.9195,34.3176,2.0919,236.71734510380904,1,0,0,0,0.0,3.616985845129059,0.07898289828982898,"(40.238, 49.99]"
3.22,Morning,Weekday,3.0,,Clear,3.36,1.22,0.37,34.15,20.0527,3.9284000000000003,12.635499999999999,5.657294454563025,1,0,0,0,0.0,0.09160739687055477,0.7962085308056871,"(1.181, 10.982]"
2.29,Morning,Weekend,1.0,Low,Clear,4.26,1.8,0.41,13.54,13.9334,4.122,5.551399999999999,10.147260830391563,1,1,0,0,0.0,0.15749656121045394,1.2948328267477203,"(1.181, 10.982]"
19.45,Afternoon,Weekday,1.0,High,Clear,2.4,0.86,0.29,16.93,24.0367,16.727,4.9097,68.92844908036336,0,0,1,0,16.93,1.0847741215839375,0.11735941320293398,"(10.982, 20.734]"
40.72,Evening,Weekday,2.0,High,Clear,3.64,0.62,0.35,98.49,63.3579,25.246399999999998,34.4715,24.806428227668427,1,0,1,0,98.49,0.40928736556437834,0.087248322147651,"(40.238, 49.99]"
49.38,Morning,Weekday,1.0,Low,Clear,3.64,1.03,0.28,9.47,57.153000000000006,50.8614,2.6516000000000006,312.8418474014318,1,0,0,0,0.0,4.716332378223496,0.07225089321159191,"(40.238, 49.99]"
8.37,Night,Weekend,3.0,Low,Rain,2.27,1.62,0.29,80.78,52.9882,13.5594,23.426199999999998,6.216839191588078,0,1,0,1,0.0,0.10234776228906822,0.24226254002134473,"(1.181, 10.982]"
30.11,Morning,Weekday,3.0,Medium,Clear,3.25,1.33,0.3,36.34,54.1983,40.0463,10.902000000000001,49.71299318118028,1,0,0,0,0.0,0.806373861810391,0.10446801671488268,"(20.734, 30.486]"
19.66,Night,Weekday,2.0,Low,Clear,4.56,1.73,0.44,105.23,84.873,34.0118,46.3012,11.20966715004951,0,0,0,0,0.0,0.18507013084815965,0.2207163601161665,"(10.982, 20.734]"
42.26,Morning,Weekday,3.0,High,Rain,2.3,1.69,0.26,40.14,84.1558,71.4194,10.4364,63.167964604415474,1,0,1,1,40.14,1.02722411278561,0.053166897827092,"(40.238, 49.99]"
42.08,Afternoon,Weekend,1.0,Medium,Rain,2.27,1.41,0.19,64.53,73.86349999999999,59.33279999999999,12.2607,39.125624122509315,0,1,0,1,0.0,0.6421486342133373,0.05269266480965645,"(40.238, 49.99]"
23.97,Morning,Weekday,1.0,High,Clear,2.79,1.24,0.26,48.93,45.2346,29.7228,12.7218,29.39264999816066,1,0,1,0,48.93,0.4800721009413178,0.1117340808970765,"(20.734, 30.486]"
21.33,Morning,Weekday,1.0,Low,Clear,4.62,0.56,0.43,69.89,46.61750000000001,11.9448,30.0527,18.311475362924337,1,0,0,0,0.0,0.3008887008040626,0.20689655172413796,"(20.734, 30.486]"
14.4,Afternoon,Weekend,2.0,Low,Clear,2.39,1.98,0.19,18.17,34.3543,28.512,3.4523,47.54933794150991,0,1,0,0,0.0,0.7511737089201878,0.1551948051948052,"(10.982, 20.734]"
3.76,Evening,Weekday,2.0,Medium,Rain,4.16,1.08,0.31,119.65,45.31230000000001,4.0608,37.0915,1.8854899181449984,1,0,0,1,0.0,0.031164525486945708,0.8739495798319329,"(1.181, 10.982]"
43.37,Afternoon,Weekend,3.0,Low,Clear,2.3,0.73,0.42,53.94,56.61489999999999,31.660099999999996,22.654799999999998,48.24195503943227,0,1,0,0,0.0,0.7894066254095377,0.051836826684696864,"(40.238, 49.99]"
40.83,Afternoon,Weekday,1.0,Medium,Clear,3.87,1.5,0.24,45.05,75.92699999999999,61.245,10.812,54.37885399972476,0,0,0,0,0.0,0.8866449511400651,0.09251733205833135,"(40.238, 49.99]"
49.99,Afternoon,Weekend,3.0,Low,Clear,3.07,0.93,0.36,86.67,80.7619,46.490700000000004,31.2012,34.60689091802757,0,1,0,0,0.0,0.5702064560282879,0.06020788389880368,"(40.238, 49.99]"
28.22,Morning,Weekday,3.0,High,Clear,2.7,1.38,0.14,100.83,55.7598,38.943599999999996,14.116200000000001,16.792521317933247,1,0,1,0,100.83,0.27712854757929883,0.09240246406570843,"(20.734, 30.486]"
38.68,Afternoon,Weekend,2.0,Low,Clear,3.92,1.17,0.42,57.24,73.2164,45.255599999999994,24.0408,40.544648378947805,0,1,0,0,0.0,0.6641483516483516,0.09879032258064516,"(30.486, 40.238]"
47.29,Morning,Weekend,1.0,High,Clear,2.71,1.75,0.14,87.75,97.75249999999998,82.7575,12.285000000000002,32.33482164224518,1,1,1,0,87.75,0.5328450704225351,0.0561192793539035,"(40.238, 49.99]"
42.63,Morning,Weekend,1.0,High,Clear,4.14,1.22,0.21,17.36,46.15260000000001,52.0086,3.6456,147.33361750169925,1,1,1,0,17.36,2.3218954248366015,0.09488883795553517,"(40.238, 49.99]"
13.12,Afternoon,Weekday,3.0,Medium,Snow,4.62,1.17,0.44,102.3,64.9824,15.350399999999999,45.012,7.694969530970493,0,0,0,1,0.0,0.12700871248789933,0.3271954674220963,"(10.982, 20.734]"
23.08,Morning,Weekend,4.0,Medium,Rain,2.38,1.31,0.24,89.61,54.1212,30.2348,21.5064,15.453528935192933,1,1,0,1,0.0,0.2547180222933451,0.09883720930232559,"(20.734, 30.486]"
7.33,Afternoon,Weekend,2.0,Medium,Rain,4.6,1.5,0.49,29.35,29.9765,10.995000000000001,14.3815,14.984361478129918,0,1,0,1,0.0,0.2415156507413509,0.5522208883553421,"(1.181, 10.982]"
47.75,Evening,Weekday,4.0,High,Rain,3.78,1.68,0.49,61.57,94.6379,80.22,30.1693,46.53194868979675,1,0,1,1,61.57,0.7631452772894358,0.07753846153846153,"(40.238, 49.99]"
30.7,Morning,Weekend,4.0,Low,Clear,2.38,1.09,0.21,41.37,44.5307,33.463,8.6877,44.524372380386076,1,1,0,0,0.0,0.7245692707104083,0.0750788643533123,"(30.486, 40.238]"
12.2,Afternoon,Weekend,1.0,Medium,Clear,3.28,1.47,0.12,117.25,35.284,17.933999999999997,14.07,6.243038415155231,0,1,0,0,0.0,0.10317124735729387,0.24848484848484848,"(10.982, 20.734]"
33.91,Morning,Weekday,2.0,Medium,Clear,2.48,0.73,0.38,34.54,40.3595,24.754299999999997,13.1252,58.90459343497218,1,0,0,0,0.0,0.954136184580754,0.07103981667144085,"(30.486, 40.238]"
31.29,Night,Weekday,2.0,Medium,Clear,4.1,1.9,0.28,57.45,79.637,59.45099999999999,16.086000000000002,32.67850988501426,0,0,0,0,0.0,0.5353293413173652,0.12697429544750696,"(30.486, 40.238]"
18.55,Afternoon,Weekday,1.0,Medium,Clear,4.28,1.07,0.14,61.57,25.3115,19.8485,8.619800000000001,18.076809386298006,0,0,0,0,0.0,0.2964679558894039,0.21892583120204603,"(10.982, 20.734]"
6.56,Evening,Weekday,4.0,Low,Clear,2.32,1.59,0.38,50.68,32.0088,10.4304,19.2584,7.766285324167432,1,0,0,0,0.0,0.12693498452012383,0.30687830687830686,"(1.181, 10.982]"
33.91,Afternoon,Weekday,4.0,Medium,Clear,3.51,0.53,0.11,61.57,29.2693,17.9723,6.7727,33.04499225279597,0,0,0,0,0.0,0.5419530126258589,0.10054425665998282,"(30.486, 40.238]"
26.5,Morning,Weekday,1.0,High,Clear,4.44,0.81,0.45,114.61,77.4795,21.465,51.5745,13.873062351998856,1,0,1,0,114.61,0.229218925698469,0.16145454545454546,"(20.734, 30.486]"
38.84,Afternoon,Weekday,1.0,Low,Clear,4.81,1.23,0.29,64.42,62.89040000000001,47.7732,18.6818,36.17476397301484,0,0,0,0,0.0,0.5937022317334149,0.1207329317269076,"(30.486, 40.238]"
26.49,Night,Weekday,1.0,High,Clear,3.54,1.82,0.15,99.2,66.6318,48.2118,14.879999999999999,16.022080511609808,0,0,1,0,99.2,0.26437125748502993,0.12877409967260822,"(20.734, 30.486]"
42.76,Afternoon,Weekday,2.0,Medium,Rain,4.85,1.29,0.17,67.92,71.5568,55.160399999999996,11.546400000000002,37.77351790178531,0,0,0,1,0.0,0.620429483459083,0.11083180987202924,"(40.238, 49.99]"
28.04,Evening,Weekend,4.0,High,Clear,3.61,1.89,0.48,9.69,61.2568,52.995599999999996,4.651199999999999,173.6115410810476,1,1,1,0,9.69,2.6230121608980355,0.12431129476584021,"(20.734, 30.486]"
